timestamp,temperature_c,humidity_pct,mq135_air_quality_ppm,ldr_light_lux,vibration_g,heat_index_c,air_light_ratio,vibration_delta,label,event
2026-01-15 09:06:00,28.343,54.640,186.190,434.376,0.02349,30.529,0.428637,-0.002071,0,normal
2026-01-15 09:07:00,27.589,55.862,194.714,429.134,0.01884,29.823,0.453736,-0.004651,0,normal
2026-01-15 09:08:00,28.338,54.617,188.892,452.177,0.02178,30.523,0.417739,0.002932,0,normal
2026-01-15 09:09:00,29.058,56.358,184.826,438.745,0.02114,31.312,0.421261,-0.000638,0,normal
2026-01-15 09:10:00,28.836,55.196,187.969,451.401,0.02047,31.044,0.416412,-0.000672,0,normal
2026-01-15 09:11:00,28.248,56.252,184.765,476.413,0.02069,30.498,0.387826,0.000224,0,normal
2026-01-15 09:12:00,28.266,54.268,180.990,444.565,0.02194,30.436,0.407117,0.001248,0,normal
2026-01-15 09:13:00,28.725,55.207,193.551,513.702,0.01810,30.934,0.376777,-0.003841,0,normal
2026-01-15 09:14:00,27.657,54.769,185.333,433.502,0.01900,29.847,0.427525,0.000905,0,normal
2026-01-15 09:15:00,28.500,54.639,181.877,452.243,0.02515,30.686,0.402167,0.006145,0,normal
2026-01-15 09:16:00,28.317,54.159,183.865,492.615,0.02074,30.483,0.373242,-0.004408,0,normal
2026-01-15 09:17:00,28.623,55.992,189.484,505.092,0.02020,30.863,0.375148,-0.000537,0,normal
2026-01-15 09:18:00,28.933,54.131,183.765,503.288,0.02129,31.099,0.365130,0.001088,0,normal
2026-01-15 09:19:00,28.442,53.617,188.566,465.778,0.02170,30.587,0.404841,0.000406,0,normal
2026-01-15 09:20:00,28.167,55.307,175.162,490.250,0.01870,30.379,0.357292,-0.003000,0,normal
2026-01-15 09:21:00,28.213,56.220,188.834,471.638,0.02068,30.462,0.400379,0.001984,0,normal
2026-01-15 09:22:00,28.807,53.120,184.123,473.752,0.01828,30.931,0.388649,-0.002401,0,normal
2026-01-15 09:23:00,28.606,54.948,191.470,495.307,0.01926,30.804,0.386569,0.000980,0,normal
2026-01-15 09:24:00,27.984,55.735,188.446,524.857,0.02099,30.213,0.359043,0.001730,0,normal
2026-01-15 09:25:00,28.558,54.763,185.377,495.813,0.02486,30.748,0.373885,0.003868,0,normal
2026-01-15 09:26:00,28.935,55.581,191.477,547.716,0.01928,31.158,0.349592,-0.005582,0,normal
2026-01-15 09:27:00,28.564,54.774,195.545,462.776,0.01994,30.755,0.422549,0.000667,0,normal
2026-01-15 09:28:00,27.936,51.629,175.740,473.095,0.02228,30.001,0.371468,0.002333,0,normal
2026-01-15 09:29:00,28.224,54.419,180.036,519.563,0.02241,30.401,0.346514,0.000132,0,normal
2026-01-15 09:30:00,29.225,53.465,182.039,511.445,0.01810,31.364,0.355931,-0.004309,0,normal
2026-01-15 09:31:00,29.291,54.766,179.833,499.035,0.02029,31.481,0.360363,0.002192,0,normal
2026-01-15 09:32:00,28.993,55.047,185.285,533.107,0.02011,31.195,0.347558,-0.000177,0,normal
2026-01-15 09:33:00,28.623,54.768,193.533,514.416,0.01940,30.813,0.376218,-0.000711,0,normal
2026-01-15 09:34:00,28.230,55.339,182.963,526.748,0.02561,30.444,0.347345,0.006203,0,normal
2026-01-15 09:35:00,29.187,52.883,182.024,545.074,0.02334,31.303,0.333944,-0.002269,0,normal
2026-01-15 09:36:00,28.699,54.536,180.928,553.923,0.02400,30.881,0.326629,0.000657,0,normal
2026-01-15 09:37:00,27.865,52.673,189.971,498.301,0.01955,29.972,0.381238,-0.004441,0,normal
2026-01-15 09:38:00,28.827,55.207,184.823,531.645,0.02111,31.036,0.347644,0.001552,0,normal
2026-01-15 09:39:00,29.368,53.748,187.648,520.873,0.01843,31.518,0.360257,-0.002682,0,normal
2026-01-15 09:40:00,28.727,54.113,180.890,552.223,0.02366,30.892,0.327567,0.005231,0,normal
2026-01-15 09:41:00,28.929,55.152,190.159,557.685,0.01921,31.135,0.340978,-0.004443,0,normal
2026-01-15 09:42:00,28.932,55.276,186.322,518.406,0.01810,31.143,0.359413,-0.001118,0,normal
2026-01-15 09:43:00,28.004,54.198,188.054,569.581,0.01861,30.172,0.330162,0.000510,0,normal
2026-01-15 09:44:00,29.288,54.170,180.880,513.891,0.02188,31.455,0.351981,0.003274,0,normal
2026-01-15 09:45:00,28.272,54.897,184.968,560.035,0.01829,30.468,0.330280,-0.003585,0,normal
2026-01-15 09:46:00,29.373,55.375,182.789,543.994,0.02013,31.588,0.336014,0.001838,0,normal
2026-01-15 09:47:00,28.191,54.879,191.970,552.423,0.01997,30.386,0.347505,-0.000159,0,normal
2026-01-15 09:48:00,29.428,51.221,186.923,558.246,0.02028,31.477,0.334839,0.000311,0,normal
2026-01-15 09:49:00,29.580,55.166,184.739,555.711,0.01955,31.786,0.332437,-0.000731,0,normal
2026-01-15 09:50:00,28.740,52.397,192.954,582.753,0.02119,30.835,0.331108,0.001641,0,normal
2026-01-15 09:51:00,28.494,56.430,195.965,566.787,0.02162,30.751,0.345747,0.000424,0,normal
2026-01-15 09:52:00,28.613,54.402,181.508,564.404,0.02235,30.789,0.321593,0.000738,0,normal
2026-01-15 09:53:00,28.341,56.273,193.917,540.442,0.02365,30.592,0.358811,0.001300,0,normal
2026-01-15 09:54:00,28.908,52.595,184.774,513.367,0.01891,31.012,0.359926,-0.004740,0,normal
2026-01-15 09:55:00,29.864,52.460,184.737,539.871,0.02055,31.962,0.342187,0.001638,0,normal
2026-01-15 09:56:00,28.967,56.095,187.146,566.938,0.02020,31.211,0.330099,-0.000352,0,normal
2026-01-15 09:57:00,28.857,52.126,187.631,573.757,0.01867,30.942,0.327022,-0.001536,0,normal
2026-01-15 09:58:00,29.270,53.087,188.239,618.305,0.02243,31.394,0.304443,0.003766,0,normal
2026-01-15 09:59:00,29.899,53.375,182.307,635.940,0.01862,32.034,0.286674,-0.003811,0,normal
2026-01-15 10:00:00,29.750,54.615,177.747,587.658,0.02010,31.935,0.302466,0.001481,0,normal
2026-01-15 10:01:00,28.546,51.475,186.671,600.439,0.01956,30.605,0.310891,-0.000539,0,normal
2026-01-15 10:02:00,29.028,52.610,181.235,577.686,0.02213,31.132,0.313725,0.002570,0,normal
2026-01-15 10:03:00,29.090,53.508,181.699,587.235,0.02104,31.231,0.309413,-0.001091,0,normal
2026-01-15 10:04:00,29.196,54.111,187.079,605.162,0.02461,31.360,0.309138,0.003567,0,normal
2026-01-15 10:05:00,29.043,53.803,189.403,562.047,0.01864,31.195,0.336989,-0.005971,0,normal
2026-01-15 10:06:00,29.773,53.224,185.733,609.534,0.01899,31.902,0.304714,0.000352,0,normal
2026-01-15 10:07:00,29.549,53.493,186.979,584.825,0.01868,31.689,0.319718,-0.000307,0,normal
2026-01-15 10:08:00,29.825,53.129,185.383,593.634,0.02115,31.950,0.312285,0.002467,0,normal
2026-01-15 10:09:00,28.893,54.434,181.551,583.578,0.01882,31.070,0.311099,-0.002325,0,normal
2026-01-15 10:10:00,29.352,53.666,191.558,600.170,0.01977,31.498,0.319173,0.000948,0,normal
2026-01-15 10:11:00,28.899,54.788,189.417,623.437,0.01875,31.091,0.303827,-0.001020,0,normal
2026-01-15 10:12:00,28.971,52.853,188.773,613.593,0.01849,31.085,0.307652,-0.000257,0,normal
2026-01-15 10:13:00,28.728,53.431,182.814,592.557,0.01862,30.865,0.308517,0.000124,0,normal
2026-01-15 10:14:00,28.520,54.020,190.543,617.583,0.02198,30.681,0.308531,0.003356,0,normal
2026-01-15 10:15:00,28.946,52.969,174.174,625.091,0.02066,31.064,0.278638,-0.001317,0,normal
2026-01-15 10:16:00,29.246,52.526,187.212,631.190,0.02238,31.347,0.296602,0.001719,0,normal
2026-01-15 10:17:00,29.410,52.260,184.006,629.826,0.02422,31.501,0.292153,0.001848,0,normal
2026-01-15 10:18:00,29.273,51.793,181.971,582.045,0.01932,31.345,0.312641,-0.004906,0,normal
2026-01-15 10:19:00,28.820,51.545,176.451,605.902,0.02027,30.882,0.291220,0.000954,0,normal
2026-01-15 10:20:00,28.858,50.894,187.232,625.319,0.01973,30.894,0.299418,-0.000545,0,normal
2026-01-15 10:21:00,29.797,52.953,179.861,632.421,0.02000,31.915,0.284401,0.000272,0,normal
2026-01-15 10:22:00,29.216,51.207,191.873,628.321,0.01964,31.265,0.305373,-0.000364,0,normal
2026-01-15 10:23:00,29.501,54.138,187.687,632.431,0.02073,31.666,0.296771,0.001092,0,normal
2026-01-15 10:24:00,30.475,54.536,189.743,617.370,0.03301,32.656,0.307341,0.012280,0,normal
2026-01-15 10:25:00,28.985,52.394,182.889,680.143,0.01968,31.080,0.268898,-0.013327,0,normal
2026-01-15 10:26:00,28.897,53.131,189.132,639.628,0.02288,31.022,0.295691,0.003200,0,normal
2026-01-15 10:27:00,29.228,52.255,186.521,637.473,0.02094,31.318,0.292594,-0.001940,0,normal
2026-01-15 10:28:00,29.141,50.671,182.720,680.855,0.02029,31.168,0.268368,-0.000648,0,normal
2026-01-15 10:29:00,30.637,53.308,180.604,635.087,0.01897,32.770,0.284377,-0.001319,0,normal
2026-01-15 10:30:00,29.069,55.538,181.481,670.676,0.02384,31.290,0.270595,0.004867,0,normal
2026-01-15 10:31:00,29.564,51.463,185.080,665.910,0.02150,31.623,0.277935,-0.002338,0,normal
2026-01-15 10:32:00,29.654,50.948,186.666,645.366,0.02673,31.692,0.289241,0.005230,0,normal
2026-01-15 10:33:00,29.329,50.880,189.399,705.183,0.02544,31.364,0.268581,-0.001298,0,normal
2026-01-15 10:34:00,29.400,52.008,189.918,687.983,0.01967,31.480,0.276050,-0.005760,0,normal
2026-01-15 10:35:00,29.608,55.188,185.946,656.173,0.01848,31.815,0.283380,-0.001195,0,normal
2026-01-15 10:36:00,29.948,51.284,185.251,643.398,0.01911,31.999,0.287926,0.000633,0,normal
2026-01-15 10:37:00,30.546,53.371,186.040,650.730,0.01925,32.681,0.285894,0.000133,0,normal
2026-01-15 10:38:00,30.188,51.777,193.764,643.231,0.01916,32.260,0.301236,-0.000085,0,normal
2026-01-15 10:39:00,30.514,50.013,192.463,634.905,0.01836,32.515,0.303137,-0.000800,0,normal
2026-01-15 10:40:00,29.667,53.382,170.758,635.620,0.02026,31.802,0.268648,0.001904,0,normal
2026-01-15 10:41:00,29.775,51.292,185.436,653.885,0.01961,31.827,0.283591,-0.000659,0,normal
2026-01-15 10:42:00,29.392,52.628,189.457,713.666,0.02063,31.497,0.265470,0.001021,0,normal
2026-01-15 10:43:00,29.644,52.364,185.085,683.150,0.02425,31.739,0.270929,0.003623,0,normal
2026-01-15 10:44:00,29.969,51.180,181.784,651.500,0.02264,32.016,0.279024,-0.001605,0,normal
2026-01-15 10:45:00,29.752,53.629,187.940,651.101,0.02233,31.897,0.288649,-0.000309,0,normal
2026-01-15 10:46:00,30.170,51.303,181.136,686.757,0.01871,32.223,0.263756,-0.003627,0,normal
2026-01-15 10:47:00,29.388,51.802,184.205,635.843,0.02001,31.460,0.289702,0.001303,0,normal
2026-01-15 10:48:00,29.492,53.730,180.856,660.184,0.02275,31.641,0.273948,0.002740,0,normal
2026-01-15 10:49:00,29.158,51.374,189.603,689.786,0.02462,31.213,0.274872,0.001871,0,normal
2026-01-15 10:50:00,29.970,51.876,193.045,712.084,0.03014,32.045,0.271099,0.005521,0,normal
2026-01-15 10:51:00,29.158,52.055,181.302,726.625,0.02129,31.240,0.249513,-0.008856,0,normal
2026-01-15 10:52:00,30.252,51.121,182.919,658.646,0.02484,32.297,0.277720,0.003551,0,normal
2026-01-15 10:53:00,30.155,51.713,191.322,721.889,0.02190,32.223,0.265030,-0.002937,0,normal
2026-01-15 10:54:00,29.209,51.142,187.641,715.250,0.02183,31.255,0.262343,-0.000072,0,normal
2026-01-15 10:55:00,29.499,52.124,197.700,724.706,0.02148,31.584,0.272801,-0.000347,0,normal
2026-01-15 10:56:00,29.958,52.865,195.703,713.874,0.02290,32.073,0.274142,0.001414,0,normal
2026-01-15 10:57:00,29.586,52.625,191.213,697.020,0.02239,31.691,0.274330,-0.000503,0,normal
2026-01-15 10:58:00,29.690,50.924,186.696,758.095,0.01924,31.727,0.246270,-0.003156,0,normal
2026-01-15 10:59:00,30.428,50.985,187.099,691.725,0.02028,32.467,0.270481,0.001048,0,normal
2026-01-15 11:00:00,30.396,51.790,193.977,715.166,0.01879,32.468,0.271234,-0.001493,0,normal
2026-01-15 11:01:00,30.608,51.032,179.131,750.249,0.01966,32.649,0.238763,0.000865,0,normal
2026-01-15 11:02:00,29.072,51.837,184.721,761.999,0.02092,31.146,0.242416,0.001259,0,normal
2026-01-15 11:03:00,29.798,50.665,181.479,710.185,0.02374,31.825,0.255537,0.002828,0,normal
2026-01-15 11:04:00,29.609,49.803,179.272,693.258,0.02008,31.601,0.258594,-0.003659,0,normal
2026-01-15 11:05:00,29.778,50.233,189.160,728.479,0.01973,31.787,0.259664,-0.000357,0,normal
2026-01-15 11:06:00,29.890,53.590,187.977,741.952,0.02834,32.033,0.253354,0.008616,0,normal
2026-01-15 11:07:00,29.817,49.048,184.656,741.654,0.02070,31.779,0.248979,-0.007647,0,normal
2026-01-15 11:08:00,30.358,50.400,189.676,701.201,0.01905,32.374,0.270501,-0.001650,0,normal
2026-01-15 11:09:00,30.326,52.245,186.170,779.983,0.01966,32.416,0.238684,0.000611,0,normal
2026-01-15 11:10:00,29.947,48.265,195.660,731.112,0.02270,31.877,0.267620,0.003046,0,normal
2026-01-15 11:11:00,30.757,53.033,187.367,709.574,0.01968,32.878,0.264055,-0.003028,0,normal
2026-01-15 11:12:00,29.895,50.121,192.051,696.127,0.02027,31.900,0.275885,0.000593,0,normal
2026-01-15 11:13:00,30.394,53.962,188.470,699.652,0.02134,32.552,0.269377,0.001076,0,normal
2026-01-15 11:14:00,30.229,51.902,191.757,703.708,0.01932,32.305,0.272496,-0.002025,0,normal
2026-01-15 11:15:00,30.649,53.303,196.168,740.111,0.02239,32.781,0.265052,0.003071,0,normal
2026-01-15 11:16:00,30.995,52.864,190.491,768.773,0.02116,33.109,0.247785,-0.001231,0,normal
2026-01-15 11:17:00,29.585,52.581,185.146,751.798,0.02031,31.689,0.246271,-0.000845,0,normal
2026-01-15 11:18:00,30.072,51.656,181.782,755.771,0.01898,32.138,0.240525,-0.001331,0,normal
2026-01-15 11:19:00,30.226,50.460,190.834,797.299,0.02040,32.245,0.239350,0.001421,0,normal
2026-01-15 11:20:00,30.829,52.395,173.644,741.183,0.02054,32.925,0.234279,0.000138,0,normal
2026-01-15 11:21:00,30.637,51.530,189.292,773.745,0.02160,32.698,0.244643,0.001052,0,normal
2026-01-15 11:22:00,29.961,49.813,186.078,758.936,0.01868,31.954,0.245182,-0.002911,0,normal
2026-01-15 11:23:00,29.982,52.344,191.524,797.379,0.02085,32.076,0.240192,0.002160,0,normal
2026-01-15 11:24:00,30.404,52.040,189.997,750.805,0.02316,32.486,0.253057,0.002312,0,normal
2026-01-15 11:25:00,31.106,53.582,187.134,774.059,0.01967,33.249,0.241756,-0.003492,0,normal
2026-01-15 11:26:00,30.343,51.929,186.361,764.432,0.02504,32.420,0.243790,0.005370,0,normal
2026-01-15 11:27:00,30.430,51.243,191.386,773.763,0.01917,32.480,0.247345,-0.005869,0,normal
2026-01-15 11:28:00,30.339,49.675,186.831,747.196,0.01884,32.326,0.250043,-0.000326,0,normal
2026-01-15 11:29:00,29.848,52.216,190.741,780.118,0.01840,31.936,0.244503,-0.000440,0,normal
2026-01-15 11:30:00,30.578,48.736,181.520,772.408,0.01938,32.527,0.235006,0.000981,0,normal
2026-01-15 11:31:00,30.366,49.865,187.681,767.420,0.02227,32.361,0.244561,0.002893,0,normal
2026-01-15 11:32:00,30.562,50.796,193.006,793.755,0.02094,32.594,0.243156,-0.001336,0,normal
2026-01-15 11:33:00,30.569,50.012,182.355,748.450,0.02952,32.570,0.243643,0.008577,0,normal
2026-01-15 11:34:00,29.950,50.752,185.240,776.323,0.02034,31.980,0.238613,-0.009180,0,normal
2026-01-15 11:35:00,29.606,49.783,180.098,781.400,0.02074,31.598,0.230482,0.000401,0,normal
2026-01-15 11:36:00,30.149,51.218,184.147,806.367,0.01954,32.198,0.228367,-0.001192,0,normal
2026-01-15 11:37:00,30.570,49.347,190.355,778.609,0.01964,32.544,0.244481,0.000090,0,normal
2026-01-15 11:38:00,30.629,50.707,188.167,780.699,0.02338,32.657,0.241024,0.003749,0,normal
2026-01-15 11:39:00,30.911,51.473,181.189,766.632,0.02066,32.970,0.236344,-0.002729,0,normal
2026-01-15 11:40:00,30.392,51.410,182.616,818.344,0.01801,32.448,0.223153,-0.002641,0,normal
2026-01-15 11:41:00,29.607,50.281,174.182,777.532,0.02020,31.618,0.224019,0.002182,0,normal
2026-01-15 11:42:00,30.249,50.440,185.147,782.620,0.02401,32.266,0.236574,0.003813,0,normal
2026-01-15 11:43:00,31.081,49.439,193.397,761.613,0.02126,33.058,0.253930,-0.002752,0,normal
2026-01-15 11:44:00,31.231,48.100,190.011,771.298,0.01858,33.155,0.246352,-0.002682,0,normal
2026-01-15 11:45:00,30.474,52.804,183.093,798.937,0.02051,32.586,0.229171,0.001932,0,normal
2026-01-15 11:46:00,30.452,49.760,186.859,804.083,0.02154,32.442,0.232388,0.001028,0,normal
2026-01-15 11:47:00,30.151,50.187,188.780,799.908,0.01874,32.159,0.236001,-0.002795,0,normal
2026-01-15 11:48:00,30.578,49.871,183.176,814.832,0.02238,32.573,0.224802,0.003639,0,normal
2026-01-15 11:49:00,31.121,50.946,180.801,812.902,0.01867,33.159,0.222414,-0.003711,0,normal
2026-01-15 11:50:00,30.949,52.056,185.361,792.634,0.02042,33.032,0.233855,0.001755,0,normal
2026-01-15 11:51:00,30.175,49.750,188.625,810.059,0.01997,32.165,0.232853,-0.000458,0,normal
2026-01-15 11:52:00,30.294,51.043,184.704,788.348,0.01861,32.336,0.234292,-0.001359,0,normal
2026-01-15 11:53:00,30.517,49.322,191.357,831.341,0.01816,32.490,0.230179,-0.000443,0,normal
2026-01-15 11:54:00,30.705,51.219,187.076,833.825,0.02462,32.754,0.224359,0.006460,0,normal
2026-01-15 11:55:00,30.692,51.095,191.607,808.256,0.02251,32.736,0.237063,-0.002111,0,normal
2026-01-15 11:56:00,31.074,48.665,196.194,836.308,0.01875,33.020,0.234595,-0.003762,0,normal
2026-01-15 11:57:00,30.699,52.630,182.528,793.090,0.02039,32.804,0.230148,0.001642,0,normal
2026-01-15 11:58:00,30.567,49.302,188.038,823.050,0.02126,32.540,0.228464,0.000863,0,normal
2026-01-15 11:59:00,31.416,48.821,180.894,829.768,0.01883,33.369,0.218006,-0.002425,0,normal
2026-01-15 12:00:00,30.892,49.730,182.120,808.715,0.02073,32.881,0.225197,0.001904,0,normal
2026-01-15 12:01:00,30.950,49.878,191.104,837.267,0.02216,32.945,0.228247,0.001428,0,normal
2026-01-15 12:02:00,31.128,51.377,191.155,814.364,0.01905,33.183,0.234729,-0.003115,0,normal
2026-01-15 12:03:00,29.909,50.768,183.946,835.956,0.02011,31.939,0.220043,0.001062,0,normal
2026-01-15 12:04:00,30.133,49.183,185.578,817.116,0.01867,32.100,0.227113,-0.001442,0,normal
2026-01-15 12:05:00,30.231,50.438,178.892,782.460,0.02087,32.248,0.228627,0.002199,0,normal
2026-01-15 12:06:00,30.172,49.692,180.257,800.236,0.01960,32.160,0.225254,-0.001271,0,normal
2026-01-15 12:07:00,30.584,51.526,189.600,826.834,0.02103,32.645,0.229309,0.001435,0,normal
2026-01-15 12:08:00,31.280,50.823,185.331,856.325,0.02507,33.313,0.216425,0.004043,0,normal
2026-01-15 12:09:00,31.084,52.437,192.004,853.917,0.02236,33.181,0.224851,-0.002713,0,normal
2026-01-15 12:10:00,30.294,50.235,179.034,823.512,0.02147,32.303,0.217402,-0.000891,0,normal
2026-01-15 12:11:00,30.505,50.918,180.634,827.001,0.02209,32.541,0.218420,0.000624,0,normal
2026-01-15 12:12:00,30.906,50.609,195.923,867.684,0.02151,32.931,0.225800,-0.000586,0,normal
2026-01-15 12:13:00,31.414,49.506,187.321,840.771,0.02229,33.394,0.222797,0.000785,0,normal
2026-01-15 12:14:00,30.321,50.770,190.038,859.561,0.01884,32.352,0.221088,-0.003451,0,normal
2026-01-15 12:15:00,31.290,49.358,193.163,850.717,0.02360,33.264,0.227059,0.004759,0,normal
2026-01-15 12:16:00,31.030,50.410,185.659,828.019,0.01896,33.046,0.224221,-0.004640,0,normal
2026-01-15 12:17:00,30.206,52.208,181.805,830.906,0.02258,32.294,0.218803,0.003619,0,normal
2026-01-15 12:18:00,31.126,51.028,195.039,839.813,0.02219,33.167,0.232241,-0.000394,0,normal
